industry,series_id,date,openings_thousands,avg_hourly_earnings,year,month,log_openings,log_wage,post_chatgpt
Construction,JTS230000000000000JOL,2013-11-01,156,26.25,2013,11,5.049856007249537,3.2676659890376327,False
Construction,JTS230000000000000JOL,2013-12-01,119,26.38,2013,12,4.77912349311153,3.2726061472891685,False
Construction,JTS230000000000000JOL,2014-01-01,155,26.41,2014,1,5.043425116919247,3.273742726309041,False
Construction,JTS230000000000000JOL,2014-02-01,139,26.76,2014,2,4.9344739331306915,3.286908235260028,False
Construction,JTS230000000000000JOL,2014-03-01,125,26.48,2014,3,4.8283137373023015,3.2763897310688073,False
Construction,JTS230000000000000JOL,2014-04-01,116,26.56,2014,4,4.7535901911063645,3.279406324608233,False
Construction,JTS230000000000000JOL,2014-05-01,119,26.61,2014,5,4.77912349311153,3.281287084989598,False
Construction,JTS230000000000000JOL,2014-06-01,155,26.67,2014,6,5.043425116919247,3.283539338193923,False
Construction,JTS230000000000000JOL,2014-07-01,149,26.66,2014,7,5.003946305945459,3.2831643147505627,False
Construction,JTS230000000000000JOL,2014-08-01,127,26.73,2014,8,4.844187086458591,3.2857865301508276,False
Construction,JTS230000000000000JOL,2014-09-01,116,26.81,2014,9,4.7535901911063645,3.2887749522478678,False
Construction,JTS230000000000000JOL,2014-10-01,149,26.86,2014,10,5.003946305945459,3.2906381910950917,False
Construction,JTS230000000000000JOL,2014-11-01,139,26.92,2014,11,4.9344739331306915,3.2928695047765273,False
Construction,JTS230000000000000JOL,2014-12-01,139,26.87,2014,12,4.9344739331306915,3.2910104226273997,False
Construction,JTS230000000000000JOL,2015-01-01,147,27.07,2015,1,4.990432586778736,3.29842610362621,False
Construction,JTS230000000000000JOL,2015-02-01,171,27.12,2015,2,5.14166355650266,3.3002714630721948,False
Construction,JTS230000000000000JOL,2015-03-01,165,27.24,2015,3,5.10594547390058,3.3046864812813115,False
Construction,JTS230000000000000JOL,2015-04-01,152,27.28,2015,4,5.0238805208462765,3.3061538329752613,False
Construction,JTS230000000000000JOL,2015-05-01,158,27.32,2015,5,5.062595033026967,3.307619034702589,False
Construction,JTS230000000000000JOL,2015-06-01,145,27.34,2015,6,4.976733742420574,3.3083508312958037,False
Construction,JTS230000000000000JOL,2015-07-01,147,27.36,2015,7,4.990432586778736,3.3090820927543496,False
Construction,JTS230000000000000JOL,2015-08-01,143,27.44,2015,8,4.962844630259907,3.3120018028576843,False
Construction,JTS230000000000000JOL,2015-09-01,122,27.35,2015,9,4.804021044733257,3.3087165288679903,False
Construction,JTS230000000000000JOL,2015-10-01,136,27.52,2015,10,4.912654885736052,3.314913013065143,False
Construction,JTS230000000000000JOL,2015-11-01,123,27.67,2015,11,4.812184355372417,3.3203487937988347,False
Construction,JTS230000000000000JOL,2015-12-01,158,27.62,2015,12,5.062595033026967,3.318540147981146,False
Construction,JTS230000000000000JOL,2016-01-01,169,27.66,2016,1,5.1298987149230735,3.319987326236612,False
Construction,JTS230000000000000JOL,2016-02-01,193,27.75,2016,2,5.262690188904886,3.3232358401924436,False
Construction,JTS230000000000000JOL,2016-03-01,206,27.87,2016,3,5.327876168789581,3.327550841493857,False
Construction,JTS230000000000000JOL,2016-04-01,178,27.97,2016,4,5.181783550292085,3.3311325072138684,False
Construction,JTS230000000000000JOL,2016-05-01,176,28.08,2016,5,5.170483995038151,3.3350575791576103,False
Construction,JTS230000000000000JOL,2016-06-01,178,28.12,2016,6,5.181783550292085,3.336481066942464,False
Construction,JTS230000000000000JOL,2016-07-01,210,28.2,2016,7,5.3471075307174685,3.339321977944068,False
Construction,JTS230000000000000JOL,2016-08-01,186,28.2,2016,8,5.225746673713202,3.339321977944068,False
Construction,JTS230000000000000JOL,2016-09-01,260,28.21,2016,9,5.560681631015528,3.339676525013905,False
Construction,JTS230000000000000JOL,2016-10-01,219,28.42,2016,10,5.389071729816501,3.3470931226689546,False
Construction,JTS230000000000000JOL,2016-11-01,204,28.35,2016,11,5.318119993844216,3.3446270301737613,False
Construction,JTS230000000000000JOL,2016-12-01,183,28.43,2016,12,5.209486152841421,3.3474449256629084,False
Construction,JTS230000000000000JOL,2017-01-01,161,28.55,2017,1,5.081404364984463,3.351656936102019,False
Construction,JTS230000000000000JOL,2017-02-01,190,28.5,2017,2,5.247024072160486,3.349904087274605,False
Construction,JTS230000000000000JOL,2017-03-01,175,28.64,2017,3,5.1647859739235145,3.3548043420924447,False
Construction,JTS230000000000000JOL,2017-04-01,207,28.59,2017,4,5.332718793265369,3.3530570063342204,False
Construction,JTS230000000000000JOL,2017-05-01,172,28.73,2017,5,5.147494476813453,3.3579418729911983,False
Construction,JTS230000000000000JOL,2017-06-01,203,28.9,2017,6,5.313205979041787,3.3638415951183864,False
Construction,JTS230000000000000JOL,2017-07-01,210,28.95,2017,7,5.3471075307174685,3.3655702040190043,False
Construction,JTS230000000000000JOL,2017-08-01,206,28.97,2017,8,5.327876168789581,3.366260811781259,False
Construction,JTS230000000000000JOL,2017-09-01,194,29.13,2017,9,5.267858159063328,3.3717685709713434,False
Construction,JTS230000000000000JOL,2017-10-01,204,29.11,2017,10,5.318119993844216,3.371081757757532,False
Construction,JTS230000000000000JOL,2017-11-01,243,29.21,2017,11,5.493061443340548,3.3745111163996495,False
Construction,JTS230000000000000JOL,2017-12-01,232,29.29,2017,12,5.44673737166631,3.377246160839642,False
Construction,JTS230000000000000JOL,2018-01-01,250,29.38,2018,1,5.521460917862246,3.380314170745731,False
Construction,JTS230000000000000JOL,2018-02-01,218,29.53,2018,2,5.384495062789089,3.3854066957558313,False
Construction,JTS230000000000000JOL,2018-03-01,223,29.51,2018,3,5.407171771460119,3.3847291889548483,False
Construction,JTS230000000000000JOL,2018-04-01,223,29.65,2018,4,5.407171771460119,3.3894621254437345,False
Construction,JTS230000000000000JOL,2018-05-01,266,29.7,2018,5,5.583496308781699,3.391147045808654,False
Construction,JTS230000000000000JOL,2018-06-01,289,29.75,2018,6,5.666426688112432,3.392829131991639,False
Construction,JTS230000000000000JOL,2018-07-01,272,29.93,2018,7,5.605802066295998,3.3988613218646075,False
Construction,JTS230000000000000JOL,2018-08-01,286,30.01,2018,8,5.655991810819852,3.4015306594522756,False
Construction,JTS230000000000000JOL,2018-09-01,315,30.2,2018,9,5.752572638825633,3.407841924380824,False
Construction,JTS230000000000000JOL,2018-10-01,275,30.24,2018,10,5.616771097666572,3.4091655513113324,False
Construction,JTS230000000000000JOL,2018-11-01,314,30.28,2018,11,5.749392985908253,3.410487428569248,False
Construction,JTS230000000000000JOL,2018-12-01,394,30.47,2018,12,5.976350909297934,3.416742592997618,False
Construction,JTS230000000000000JOL,2019-01-01,309,30.34,2019,1,5.733341276897746,3.4124669739203863,False
Construction,JTS230000000000000JOL,2019-02-01,287,30.43,2019,2,5.659482215759621,3.4154289639088797,False
Construction,JTS230000000000000JOL,2019-03-01,359,30.53,2019,3,5.883322388488279,3.4187098067467865,False
Construction,JTS230000000000000JOL,2019-04-01,405,30.63,2019,4,6.003887067106539,3.421979920844684,False
Construction,JTS230000000000000JOL,2019-05-01,357,30.69,2019,5,5.877735781779639,3.4239368686316447,False
Construction,JTS230000000000000JOL,2019-06-01,302,30.7,2019,6,5.71042701737487,3.4242626545931514,False
Construction,JTS230000000000000JOL,2019-07-01,323,30.71,2019,7,5.777652323222656,3.424588334452731,False
Construction,JTS230000000000000JOL,2019-08-01,328,30.86,2019,8,5.793013608384144,3.4294608469350147,False
Construction,JTS230000000000000JOL,2019-09-01,332,30.91,2019,9,5.805134968916488,3.431079756144025,False
Construction,JTS230000000000000JOL,2019-10-01,326,30.97,2019,10,5.786897381366708,3.4330189939851112,False
Construction,JTS230000000000000JOL,2019-11-01,242,31.12,2019,11,5.488937726156687,3.4378506993101907,False
Construction,JTS230000000000000JOL,2019-12-01,257,31.19,2019,12,5.54907608489522,3.440097530619712,False
Construction,JTS230000000000000JOL,2020-01-01,299,31.22,2020,1,5.700443573390687,3.441058915087286,False
Construction,JTS230000000000000JOL,2020-02-01,291,31.38,2020,2,5.673323267171493,3.4461707473048864,False
Construction,JTS230000000000000JOL,2020-03-01,226,31.4,2020,3,5.420534999272286,3.4468078929142076,False
Construction,JTS230000000000000JOL,2020-04-01,211,31.34,2020,4,5.351858133476067,3.444895236927875,False
Construction,JTS230000000000000JOL,2020-05-01,283,31.45,2020,5,5.645446897643238,3.4483989831464497,False
Construction,JTS230000000000000JOL,2020-06-01,228,31.6,2020,6,5.429345628954441,3.4531571205928664,False
Construction,JTS230000000000000JOL,2020-07-01,306,31.75,2020,7,5.723585101952381,3.457892725338701,False
Construction,JTS230000000000000JOL,2020-08-01,254,31.82,2020,8,5.537334267018537,3.4600950229096408,False
Construction,JTS230000000000000JOL,2020-09-01,227,31.82,2020,9,5.424950017481403,3.4600950229096408,False
Construction,JTS230000000000000JOL,2020-10-01,242,31.9,2020,10,5.488937726156687,3.462606009790799,False
Construction,JTS230000000000000JOL,2020-11-01,260,32.01,2020,11,5.560681631015528,3.4660483539817717,False
Construction,JTS230000000000000JOL,2020-12-01,253,32.08,2020,12,5.53338948872752,3.4682327829983137,False
Construction,JTS230000000000000JOL,2021-01-01,309,32.15,2021,1,5.733341276897746,3.4704124506836282,False
Construction,JTS230000000000000JOL,2021-02-01,249,32.28,2021,2,5.517452896464707,3.474447843401748,False
Construction,JTS230000000000000JOL,2021-03-01,348,32.24,2021,3,5.8522024797744745,3.4732079176384274,False
Construction,JTS230000000000000JOL,2021-04-01,319,32.55,2021,4,5.765191102784844,3.482777368654578,False
Construction,JTS230000000000000JOL,2021-05-01,301,32.72,2021,5,5.707110264748875,3.487986511734546,False
Construction,JTS230000000000000JOL,2021-06-01,328,32.82,2021,6,5.793013608384144,3.4910380856619447,False
Construction,JTS230000000000000JOL,2021-07-01,376,32.92,2021,7,5.929589143389895,3.494080375808869,False
Construction,JTS230000000000000JOL,2021-08-01,392,33.08,2021,8,5.971261839790462,3.4989288701554906,False
Construction,JTS230000000000000JOL,2021-09-01,359,33.27,2021,9,5.883322388488279,3.5046560900303856,False
Construction,JTS230000000000000JOL,2021-10-01,397,33.39,2021,10,5.983936280687191,3.508256453955563,False
Construction,JTS230000000000000JOL,2021-11-01,379,33.46,2021,11,5.937536205082426,3.510350695558678,False
Construction,JTS230000000000000JOL,2021-12-01,377,33.63,2021,12,5.932245187448011,3.515418525752178,False
Construction,JTS230000000000000JOL,2022-01-01,430,33.83,2022,1,6.063785208687608,3.521347982792617,False
Construction,JTS230000000000000JOL,2022-02-01,367,33.96,2022,2,5.905361848054571,3.5251833614431467,False
Construction,JTS230000000000000JOL,2022-03-01,457,34.14,2022,3,6.124683390894205,3.5304697173662944,False
Construction,JTS230000000000000JOL,2022-04-01,440,34.32,2022,4,6.0867747269123065,3.5357282746197614,False
Construction,JTS230000000000000JOL,2022-05-01,411,34.54,2022,5,6.018593214496234,3.5421180727185324,False
Construction,JTS230000000000000JOL,2022-06-01,399,34.71,2022,6,5.988961416889864,3.547027829873695,False
Construction,JTS230000000000000JOL,2022-07-01,383,34.82,2022,7,5.948034989180646,3.550191934340043,False
Construction,JTS230000000000000JOL,2022-08-01,351,34.93,2022,8,5.860786223465865,3.5533460588187404,False
Construction,JTS230000000000000JOL,2022-09-01,442,35.11,2022,9,6.091309882077698,3.558485990180341,False
Construction,JTS230000000000000JOL,2022-10-01,394,35.27,2022,10,5.976350909297934,3.563032744247961,False
Construction,JTS230000000000000JOL,2022-11-01,322,35.45,2022,11,5.7745515455444085,3.5681232529781366,True
Construction,JTS230000000000000JOL,2022-12-01,395,35.65,2022,12,5.978885764901122,3.573749146860305,True
Construction,JTS230000000000000JOL,2023-01-01,309,35.6,2023,1,5.733341276897746,3.572345637857985,True
Construction,JTS230000000000000JOL,2023-02-01,362,35.88,2023,2,5.8916442118257715,3.5801800371905954,True
Construction,JTS230000000000000JOL,2023-03-01,301,36.0,2023,3,5.707110264748875,3.58351893845611,True
Construction,JTS230000000000000JOL,2023-04-01,382,36.13,2023,4,5.945420608606575,3.587123545159549,True
Construction,JTS230000000000000JOL,2023-05-01,381,36.28,2023,5,5.942799375126701,3.591266625246936,True
Construction,JTS230000000000000JOL,2023-06-01,417,36.35,2023,6,6.0330862217988015,3.5931942039795284,True
Construction,JTS230000000000000JOL,2023-07-01,377,36.72,2023,7,5.932245187448011,3.6033215657522897,True
Construction,JTS230000000000000JOL,2023-08-01,404,36.8,2023,8,6.0014148779611505,3.6054978451748854,True
Construction,JTS230000000000000JOL,2023-09-01,428,36.87,2023,9,6.059123195581797,3.607398212246053,True
Construction,JTS230000000000000JOL,2023-10-01,420,37.02,2023,10,6.040254711277414,3.6114583071453517,True
Construction,JTS230000000000000JOL,2023-11-01,444,37.2,2023,11,6.095824562432225,3.616308761279101,True
Construction,JTS230000000000000JOL,2023-12-01,411,37.27,2023,12,6.018593214496234,3.618188713491167,True
Construction,JTS230000000000000JOL,2024-01-01,413,37.51,2024,1,6.023447592961033,3.624607564093796,True
Construction,JTS230000000000000JOL,2024-02-01,394,37.54,2024,2,5.976350909297934,3.6254070311583626,True
Construction,JTS230000000000000JOL,2024-03-01,342,37.77,2024,3,5.834810737062605,3.6315151367243654,True
Construction,JTS230000000000000JOL,2024-04-01,329,37.99,2024,4,5.796057750765372,3.6373229671995344,True
Construction,JTS230000000000000JOL,2024-05-01,389,38.04,2024,5,5.963579343618446,3.6386382376771897,True
Construction,JTS230000000000000JOL,2024-06-01,288,38.1,2024,6,5.662960480135946,3.6402142821326553,True
Construction,JTS230000000000000JOL,2024-07-01,249,38.29,2024,7,5.517452896464707,3.6451887654892032,True
Construction,JTS230000000000000JOL,2024-08-01,342,38.34,2024,8,5.834810737062605,3.6464937376174986,True
Construction,JTS230000000000000JOL,2024-09-01,246,38.55,2024,9,5.5053315359323625,3.6519561000093383,True
Construction,JTS230000000000000JOL,2024-10-01,241,38.69,2024,10,5.484796933490655,3.6555811687124216,True
Construction,JTS230000000000000JOL,2024-11-01,233,38.77,2024,11,5.4510384535657,3.657646751682838,True
Construction,JTS230000000000000JOL,2024-12-01,135,38.94,2024,12,4.90527477843843,3.6620219999440535,True
Education and Health Services,JTS600000000000000JOL,2012-01-01,679,23.83,2012,1,6.520621127558696,3.170945291110651,False
Education and Health Services,JTS600000000000000JOL,2012-02-01,681,23.78,2012,2,6.523562306149512,3.1688448912626357,False
Education and Health Services,JTS600000000000000JOL,2012-03-01,693,23.97,2012,3,6.541029999189903,3.176803048446293,False
Education and Health Services,JTS600000000000000JOL,2012-04-01,680,23.92,2012,4,6.522092798170152,3.1747149290824312,False
Education and Health Services,JTS600000000000000JOL,2012-05-01,724,23.92,2012,5,6.584791392385716,3.1747149290824312,False
Education and Health Services,JTS600000000000000JOL,2012-06-01,762,23.99,2012,6,6.635946555686647,3.177637076851603,False
Education and Health Services,JTS600000000000000JOL,2012-07-01,681,24.01,2012,7,6.523562306149512,3.178470410233162,False
Education and Health Services,JTS600000000000000JOL,2012-08-01,662,24.02,2012,8,6.495265555937008,3.1788868166518376,False
Education and Health Services,JTS600000000000000JOL,2012-09-01,718,24.11,2012,9,6.576469569048224,3.1826266921930797,False
Education and Health Services,JTS600000000000000JOL,2012-10-01,704,24.07,2012,10,6.556778356158042,3.1809662517949806,False
Education and Health Services,JTS600000000000000JOL,2012-11-01,735,24.19,2012,11,6.5998704992128365,3.185939324621936,False
Education and Health Services,JTS600000000000000JOL,2012-12-01,712,24.26,2012,12,6.568077911411976,3.1888289035159043,False
Education and Health Services,JTS600000000000000JOL,2013-01-01,628,24.24,2013,1,6.4425401664681985,3.1880041612011136,False
Education and Health Services,JTS600000000000000JOL,2013-02-01,692,24.25,2013,2,6.539585955617669,3.188416617383492,False
Education and Health Services,JTS600000000000000JOL,2013-03-01,713,24.3,2013,3,6.569481420414296,3.190476350346503,False
Education and Health Services,JTS600000000000000JOL,2013-04-01,716,24.33,2013,4,6.573680166960646,3.1917101567954314,False
Education and Health Services,JTS600000000000000JOL,2013-05-01,686,24.35,2013,5,6.530877627725885,3.192531849528599,False
Education and Health Services,JTS600000000000000JOL,2013-06-01,684,24.44,2013,6,6.52795791762255,3.1962211343033946,False
Education and Health Services,JTS600000000000000JOL,2013-07-01,644,24.46,2013,7,6.467698726104354,3.1970391302590264,False
Education and Health Services,JTS600000000000000JOL,2013-08-01,753,24.51,2013,8,6.6240652277998935,3.1990811975400213,False
Education and Health Services,JTS600000000000000JOL,2013-09-01,677,24.53,2013,9,6.517671272912275,3.199896858270398,False
Education and Health Services,JTS600000000000000JOL,2013-10-01,683,24.52,2013,10,6.52649485957079,3.1994891110680106,False
Education and Health Services,JTS600000000000000JOL,2013-11-01,662,24.57,2013,11,6.495265555937008,3.201526186533088,False
Education and Health Services,JTS600000000000000JOL,2013-12-01,618,24.58,2013,12,6.42648845745769,3.201933104137889,False
Education and Health Services,JTS600000000000000JOL,2014-01-01,705,24.58,2014,1,6.558197802812269,3.201933104137889,False
Education and Health Services,JTS600000000000000JOL,2014-02-01,733,24.6,2014,2,6.597145701886651,3.202746442938317,False
Education and Health Services,JTS600000000000000JOL,2014-03-01,759,24.57,2014,3,6.63200177739563,3.201526186533088,False
Education and Health Services,JTS600000000000000JOL,2014-04-01,723,24.6,2014,4,6.583409222158765,3.202746442938317,False
Education and Health Services,JTS600000000000000JOL,2014-05-01,817,24.65,2014,5,6.705639094860003,3.204776900488699,False
Education and Health Services,JTS600000000000000JOL,2014-06-01,849,24.68,2014,6,6.744059186311348,3.205993199037187,False
Education and Health Services,JTS600000000000000JOL,2014-07-01,869,24.72,2014,7,6.767343125265392,3.20761263258949,False
Education and Health Services,JTS600000000000000JOL,2014-08-01,930,24.79,2014,8,6.835184586147301,3.210440346047099,False
Education and Health Services,JTS600000000000000JOL,2014-09-01,885,24.81,2014,9,6.785587645007929,3.21124679770371,False
Education and Health Services,JTS600000000000000JOL,2014-10-01,891,24.83,2014,10,6.792344427470809,3.2120525995200753,False
Education and Health Services,JTS600000000000000JOL,2014-11-01,800,24.9,2014,11,6.684611727667927,3.214867803470662,False
Education and Health Services,JTS600000000000000JOL,2014-12-01,941,24.92,2014,12,6.846943139585379,3.2156706939192525,False
Education and Health Services,JTS600000000000000JOL,2015-01-01,918,24.99,2015,1,6.822197390620491,3.218475744846861,False
Education and Health Services,JTS600000000000000JOL,2015-02-01,927,25.03,2015,2,6.831953565565855,3.2200751054436827,False
Education and Health Services,JTS600000000000000JOL,2015-03-01,907,25.1,2015,3,6.810142450115136,3.2228678461377385,False
Education and Health Services,JTS600000000000000JOL,2015-04-01,1004,25.1,2015,4,6.911747300251674,3.2228678461377385,False
Education and Health Services,JTS600000000000000JOL,2015-05-01,986,25.22,2015,5,6.893656354602635,3.2276373305367736,False
Education and Health Services,JTS600000000000000JOL,2015-06-01,1005,25.24,2015,6,6.912742820493176,3.228430037673012,False
Education and Health Services,JTS600000000000000JOL,2015-07-01,1171,25.22,2015,7,7.065613363597717,3.2276373305367736,False
Education and Health Services,JTS600000000000000JOL,2015-08-01,1040,25.29,2015,8,6.946975992135418,3.2304090606818736,False
Education and Health Services,JTS600000000000000JOL,2015-09-01,1077,25.34,2015,9,6.981934677156389,3.232384174892993,False
Education and Health Services,JTS600000000000000JOL,2015-10-01,1076,25.41,2015,10,6.98100574072173,3.2351427973320726,False
Education and Health Services,JTS600000000000000JOL,2015-11-01,1101,25.46,2015,11,7.00397413672268,3.2371085931292605,False
Education and Health Services,JTS600000000000000JOL,2015-12-01,1065,25.49,2015,12,6.970730078143525,3.238286218388024,False
Education and Health Services,JTS600000000000000JOL,2016-01-01,1179,25.55,2016,1,7.072421900537371,3.2406373166497136,False
Education and Health Services,JTS600000000000000JOL,2016-02-01,1020,25.58,2016,2,6.927557906278317,3.2418107961506966,False
Education and Health Services,JTS600000000000000JOL,2016-03-01,1079,25.61,2016,3,6.983789965258135,3.242982900211434,False
Education and Health Services,JTS600000000000000JOL,2016-04-01,1105,25.67,2016,4,7.007600613951853,3.245322994883049,False
Education and Health Services,JTS600000000000000JOL,2016-05-01,1098,25.65,2016,5,7.001245622069476,3.2445435716167785,False
Education and Health Services,JTS600000000000000JOL,2016-06-01,1070,25.68,2016,6,6.975413927455952,3.2457124788217606,False
Education and Health Services,JTS600000000000000JOL,2016-07-01,1118,25.73,2016,7,7.0192966537150445,3.2476576262936527,False
Education and Health Services,JTS600000000000000JOL,2016-08-01,1054,25.7,2016,8,6.960347729101308,3.246490991901174,False
Education and Health Services,JTS600000000000000JOL,2016-09-01,1110,25.84,2016,9,7.01211529430638,3.2519236789144013,False
Education and Health Services,JTS600000000000000JOL,2016-10-01,1238,25.91,2016,10,7.121252453244542,3.2546289945740186,False
Education and Health Services,JTS600000000000000JOL,2016-11-01,1197,25.93,2016,11,7.087573705557973,3.255400599550573,False
Education and Health Services,JTS600000000000000JOL,2016-12-01,1200,25.97,2016,12,7.090076835776092,3.256942025674657,False
Education and Health Services,JTS600000000000000JOL,2017-01-01,1152,25.98,2017,1,7.049254841255837,3.2573270112424533,False
Education and Health Services,JTS600000000000000JOL,2017-02-01,1238,26.08,2017,2,7.121252453244542,3.261168737058452,False
Education and Health Services,JTS600000000000000JOL,2017-03-01,1122,26.1,2017,3,7.022868086082641,3.261935314328648,False
Education and Health Services,JTS600000000000000JOL,2017-04-01,1108,26.21,2017,4,7.010311867307229,3.266141017335315,False
Education and Health Services,JTS600000000000000JOL,2017-05-01,1101,26.26,2017,5,7.00397413672268,3.26804686887465,False
Education and Health Services,JTS600000000000000JOL,2017-06-01,1169,26.26,2017,6,7.063903961472068,3.26804686887465,False
Education and Health Services,JTS600000000000000JOL,2017-07-01,1156,26.38,2017,7,7.052721049232323,3.2726061472891685,False
Education and Health Services,JTS600000000000000JOL,2017-08-01,1167,26.41,2017,8,7.062191632286556,3.273742726309041,False
Education and Health Services,JTS600000000000000JOL,2017-09-01,1146,26.53,2017,9,7.044032897274685,3.2782761681496484,False
Education and Health Services,JTS600000000000000JOL,2017-10-01,1136,26.46,2017,10,7.035268599281097,3.2756341586868096,False
Education and Health Services,JTS600000000000000JOL,2017-11-01,1118,26.54,2017,11,7.0192966537150445,3.2786530289040616,False
Education and Health Services,JTS600000000000000JOL,2017-12-01,1163,26.62,2017,12,7.0587581525186645,3.2816628129669656,False
Education and Health Services,JTS600000000000000JOL,2018-01-01,1154,26.66,2018,1,7.050989447068045,3.2831643147505627,False
Education and Health Services,JTS600000000000000JOL,2018-02-01,1187,26.68,2018,2,7.079184394609668,3.283914221047423,False
Education and Health Services,JTS600000000000000JOL,2018-03-01,1231,26.83,2018,3,7.115582126184454,3.2895206644375325,False
Education and Health Services,JTS600000000000000JOL,2018-04-01,1215,26.85,2018,4,7.102499355774649,3.2902658209548736,False
Education and Health Services,JTS600000000000000JOL,2018-05-01,1204,26.96,2018,5,7.093404625868766,3.2943542860441064,False
Education and Health Services,JTS600000000000000JOL,2018-06-01,1257,27.01,2018,6,7.136483208590247,3.2962071678045244,False
Education and Health Services,JTS600000000000000JOL,2018-07-01,1232,27.04,2018,7,7.116394144093465,3.2973172511747633,False
Education and Health Services,JTS600000000000000JOL,2018-08-01,1249,27.12,2018,8,7.130098510125578,3.3002714630721948,False
Education and Health Services,JTS600000000000000JOL,2018-09-01,1281,27.13,2018,9,7.155396301896734,3.3006401266708405,False
Education and Health Services,JTS600000000000000JOL,2018-10-01,1242,27.18,2018,10,7.124478262493424,3.3024814087229974,False
Education and Health Services,JTS600000000000000JOL,2018-11-01,1258,27.23,2018,11,7.1372784372603855,3.3043193066856684,False
Education and Health Services,JTS600000000000000JOL,2018-12-01,1321,27.31,2018,12,7.186144304522325,3.3072529354856135,False
Education and Health Services,JTS600000000000000JOL,2019-01-01,1360,27.42,2019,1,7.215239978730097,3.3112726741341683,False
Education and Health Services,JTS600000000000000JOL,2019-02-01,1215,27.45,2019,2,7.102499355774649,3.3123661679555396,False
Education and Health Services,JTS600000000000000JOL,2019-03-01,1350,27.53,2019,3,7.2078598714324755,3.315276319154516,False
Education and Health Services,JTS600000000000000JOL,2019-04-01,1399,27.48,2019,4,7.243512974665482,3.3134584673541485,False
Education and Health Services,JTS600000000000000JOL,2019-05-01,1363,27.43,2019,5,7.217443431696533,3.311637304949512,False
Education and Health Services,JTS600000000000000JOL,2019-06-01,1303,27.55,2019,6,7.172424577124845,3.3160025355989236,False
Education and Health Services,JTS600000000000000JOL,2019-07-01,1294,27.65,2019,7,7.165493475060845,3.3196257279683437,False
Education and Health Services,JTS600000000000000JOL,2019-08-01,1327,27.7,2019,8,7.190676034332207,3.3214324131932926,False
Education and Health Services,JTS600000000000000JOL,2019-09-01,1236,27.71,2019,9,7.119635638017636,3.321793358874887,False
Education and Health Services,JTS600000000000000JOL,2019-10-01,1301,27.83,2019,10,7.170888478512505,3.326114575537799,False
Education and Health Services,JTS600000000000000JOL,2019-11-01,1292,27.88,2019,11,7.163946684342547,3.327909585892323,False
Education and Health Services,JTS600000000000000JOL,2019-12-01,1241,27.87,2019,12,7.123672785204607,3.327550841493857,False
Education and Health Services,JTS600000000000000JOL,2020-01-01,1320,27.83,2020,1,7.1853870155804165,3.326114575537799,False
Education and Health Services,JTS600000000000000JOL,2020-02-01,1282,27.89,2020,2,7.156176637480615,3.3282682016393976,False
Education and Health Services,JTS600000000000000JOL,2020-03-01,1157,27.97,2020,3,7.053585727193677,3.3311325072138684,False
